audio_path,caption,label,group_id,source
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/129/129405.mp3,,0,fma_artist_21299,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/O9Ag-dE-yfQ.wav,,0,fmc_track_O9Ag-dE-yfQ,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/snYtQd1S12s.wav,,1,fmc_track_snYtQd1S12s,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/054/054159.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/g-ZOluGhMoA.wav,,1,fmc_track_g-ZOluGhMoA,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/064/064078.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/aQdZtz90Yzw.wav,,1,fmc_track_aQdZtz90Yzw,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/081/081999.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/AVG-Wmdd2yU.wav,,1,fmc_track_AVG-Wmdd2yU,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/033/033544.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/128/128994.mp3,,0,fma_artist_21261,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/INBx8CrIWcg.wav,,1,fmc_track_INBx8CrIWcg,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/123/123455.mp3,,0,fma_artist_19283,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/051/051919.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/127/127346.mp3,,0,fma_artist_13966,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/134/134974.mp3,,0,fma_artist_21934,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/067/067462.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/TKSFbf-wQ8I.wav,,1,fmc_track_TKSFbf-wQ8I,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/027/027430.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/zTtZH-Q61Ik.wav,,1,fmc_track_zTtZH-Q61Ik,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/0Gxn9FtaJFc.wav,,1,fmc_track_0Gxn9FtaJFc,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/7RtQpW2dSU4.wav,,1,fmc_track_7RtQpW2dSU4,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/VjbRot21Hq0.wav,,1,fmc_track_VjbRot21Hq0,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/060/060595.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/V3Jb0Q_e_pQ.wav,,1,fmc_track_V3Jb0Q_e_pQ,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/116/116344.mp3,,0,fma_artist_19183,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/CMfAu72qma0.wav,,1,fmc_track_CMfAu72qma0,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/130/130686.mp3,,0,fma_artist_21524,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/maZ3b5w6xVI.wav,,1,fmc_track_maZ3b5w6xVI,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/060/060357.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/hj7VJnNq6A4.wav,,1,fmc_track_hj7VJnNq6A4,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/ZKkfCOqLrT0.wav,,1,fmc_track_ZKkfCOqLrT0,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/W-nkxlYTdV4.wav,,1,fmc_track_W-nkxlYTdV4,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/JPZlyvPNZj4.wav,,1,fmc_track_JPZlyvPNZj4,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/070/070402.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/062/062587.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/Hp-lgcs4VXY.wav,,1,fmc_track_Hp-lgcs4VXY,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/Zxyfhub6nV4.wav,,1,fmc_track_Zxyfhub6nV4,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/116/116912.mp3,,0,fma_artist_19472,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/044/044185.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/142/142414.mp3,,0,fma_artist_22672,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/ZMd8mAKe-k8.wav,,1,fmc_track_ZMd8mAKe-k8,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/124/124198.mp3,,0,fma_artist_17369,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/KzvdKLdBw3s.wav,,1,fmc_track_KzvdKLdBw3s,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/FscE_AHEmFk.wav,,1,fmc_track_FscE_AHEmFk,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/M61BBJpvvx8.wav,,1,fmc_track_M61BBJpvvx8,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/ohikUtjUN7c.wav,,1,fmc_track_ohikUtjUN7c,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/095/095914.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/115/115384.mp3,,0,fma_artist_19626,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/ZdqPnWEANuI.wav,,0,fmc_track_ZdqPnWEANuI,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/mAmaUI7_uZ0.wav,,1,fmc_track_mAmaUI7_uZ0,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/045/045122.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/V9jIsOTC1lY.wav,,1,fmc_track_V9jIsOTC1lY,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/-qcTD2o6I9s.wav,,1,fmc_track_-qcTD2o6I9s,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/Hc_UM8l_sTg.wav,,1,fmc_track_Hc_UM8l_sTg,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/119/119375.mp3,,0,fma_artist_1885,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/060/060534.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/pDgWT99uaJ0.wav,,0,fmc_track_pDgWT99uaJ0,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/137/137054.mp3,,0,fma_artist_22121,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/SunoCaps/1Ccis4FDGwY.wav,,1,fmc_track_1Ccis4FDGwY,SunoCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/aHZdDmYFZN0.wav,,0,fmc_track_aHZdDmYFZN0,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/qsRPTMXFGsA.wav,,1,fmc_track_qsRPTMXFGsA,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/HU7oqkJeItQ.wav,,1,fmc_track_HU7oqkJeItQ,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/w4ayJNZ5w5o.wav,,1,fmc_track_w4ayJNZ5w5o,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/137/137989.mp3,,0,fma_artist_22211,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/Pzp_oTEn0Yk.wav,,1,fmc_track_Pzp_oTEn0Yk,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/097/097961.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/bpaq5wQKOkU.wav,,1,fmc_track_bpaq5wQKOkU,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/zfkPKRn8ah8.wav,,1,fmc_track_zfkPKRn8ah8,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/OWbfAmrFdp8.wav,,1,fmc_track_OWbfAmrFdp8,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/060/060993.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/022/022039.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/TzPuAqjoL80.wav,,1,fmc_track_TzPuAqjoL80,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/089/089447.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/Wd4T3iTsgrI.wav,,1,fmc_track_Wd4T3iTsgrI,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/152/152332.mp3,,0,fma_artist_24075,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/xCLzxuZE3yg.wav,,1,fmc_track_xCLzxuZE3yg,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/047/047471.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/rsvHQCTgHvg.wav,,1,fmc_track_rsvHQCTgHvg,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/zx_vcwOsDO4.wav,,1,fmc_track_zx_vcwOsDO4,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/TSl5LrM6LcQ.wav,,0,fmc_track_TSl5LrM6LcQ,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/003/003919.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/CdFutCUKTXI.wav,,1,fmc_track_CdFutCUKTXI,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/st92BzeUzFU.wav,,1,fmc_track_st92BzeUzFU,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/EtmKuWPpjG0.wav,,1,fmc_track_EtmKuWPpjG0,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/136/136929.mp3,,0,fma_artist_21345,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/XJ3VlCAIWQ0.wav,,1,fmc_track_XJ3VlCAIWQ0,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/006/006716.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/D8zK7PHIkgA.wav,,0,fmc_track_D8zK7PHIkgA,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/012/012520.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/045/045365.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/Y1ItBiA8nKU.wav,,1,fmc_track_Y1ItBiA8nKU,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/tw8-TlQBcBA.wav,,1,fmc_track_tw8-TlQBcBA,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/M2iOUwFHv9Q.wav,,1,fmc_track_M2iOUwFHv9Q,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/041/041573.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/piY4mt4F9xg.wav,,1,fmc_track_piY4mt4F9xg,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/vEMNk-lbGTE.wav,,0,fmc_track_vEMNk-lbGTE,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/019/019178.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/018/018390.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/x6U1gX5a_4M.wav,,1,fmc_track_x6U1gX5a_4M,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/117/117614.mp3,,0,fma_artist_19461,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/iDvva_WCo-I.wav,,1,fmc_track_iDvva_WCo-I,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/iBezxlI_f_c.wav,,1,fmc_track_iBezxlI_f_c,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/UoSID1KzWuI.wav,,0,fmc_track_UoSID1KzWuI,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/oJ0rdNlghn4.wav,,0,fmc_track_oJ0rdNlghn4,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/XOLVI1bgxqk.wav,,1,fmc_track_XOLVI1bgxqk,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/001/001649.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/QDTCAxyXt80.wav,,1,fmc_track_QDTCAxyXt80,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/AzhfZ8rNhRk.wav,,1,fmc_track_AzhfZ8rNhRk,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/150/150986.mp3,,0,fma_artist_23853,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/m-S-yqzlOj4.wav,,1,fmc_track_m-S-yqzlOj4,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/123/123986.mp3,,0,fma_artist_20709,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/025/025379.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/063/063444.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/071/071990.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/001/001685.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/ad6UhYwTXXQ.wav,,1,fmc_track_ad6UhYwTXXQ,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/054/054568.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/000/000998.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/Hg4f2xt3oKA.wav,,1,fmc_track_Hg4f2xt3oKA,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/2kY_ZG78V-g.wav,,1,fmc_track_2kY_ZG78V-g,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/138/138132.mp3,,0,fma_artist_19177,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/6yB6plsrjO0.wav,,1,fmc_track_6yB6plsrjO0,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/R3urUtvSgkU.wav,,1,fmc_track_R3urUtvSgkU,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/c1hLduV1p88.wav,,1,fmc_track_c1hLduV1p88,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/131/131810.mp3,,0,fma_artist_21602,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/stable_audio_open/w35p3oCU0g4.wav,,1,fmc_track_w35p3oCU0g4,stable_audio_open
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/116/116023.mp3,,0,fma_artist_15545,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/143/143101.mp3,,0,fma_artist_22779,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/N_LKZjw9DLk.wav,,1,fmc_track_N_LKZjw9DLk,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/32iayLTRmxg.wav,,1,fmc_track_32iayLTRmxg,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/117/117622.mp3,,0,fma_artist_19888,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/ZgcZPBUKxd8.wav,,1,fmc_track_ZgcZPBUKxd8,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/137/137733.mp3,,0,fma_artist_22193,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/070/070406.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/123/123461.mp3,,0,fma_artist_19283,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/J8pkQfYlJA4.wav,,1,fmc_track_J8pkQfYlJA4,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/UiiYMspxfhU.wav,,1,fmc_track_UiiYMspxfhU,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/141/141296.mp3,,0,fma_artist_22551,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/108/108496.mp3,,0,fma_artist_18877,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/082/082526.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/a-P0p_UtagM.wav,,1,fmc_track_a-P0p_UtagM,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/GF8QWSW0UbY.wav,,1,fmc_track_GF8QWSW0UbY,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/p1-07VdP__Q.wav,,1,fmc_track_p1-07VdP__Q,audioldm2
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/D3q_stCeCA8.wav,,1,fmc_track_D3q_stCeCA8,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/069/069822.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/mustango/BgTB_xt11bA.wav,,1,fmc_track_BgTB_xt11bA,mustango
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicGen_medium/2zrPFxxT1VM.wav,,1,fmc_track_2zrPFxxT1VM,MusicGen_medium
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/019/019657.mp3,,0,fma_artist_unknown,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fma/fma_medium/fma_medium/112/112343.mp3,,0,fma_artist_18823,fma
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/MusicCaps/QqRrZzOY2xw.wav,,0,fmc_track_QqRrZzOY2xw,MusicCaps
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/musicldm/ID4AoAfHMVk.wav,,1,fmc_track_ID4AoAfHMVk,musicldm
/Users/ns_workstation23/Documents/AI_ML/genAI/final_capstone/raw/fmc/audioldm2/WyGJdstaxK4.wav,,1,fmc_track_WyGJdstaxK4,audioldm2
